STATENAM,YEAR,YWHEAT,YRICE,YMAIZE,YJOWAR,YBAJRA,YSUGAR,YPOTATO,YGNUT,YBARLEY,YTOBAC,YGRAM,YTUR,YRAGI,YSESAMUM,YRMSEED,YCOTTON,YOPULS,YSOY,YSUNFLWR,YJUTE
HARYANA,1985,18.0526831,17.282112,7.2229878,1.6462705,3.1658563,29.8800272,83.094276,5.3862653,9.8396753,3.837255,4.7226958,6.2554153,0,2.7666034,4.8994425,1.7799331,0,0,0,0
TAMIL_NADU,1985,2.3950952,31.1418393,17.5663663,10.2056829,11.6348297,119.531056,51.354093,11.2144941,0,11.2831097,3.5530119,6.3167118,0,3.6774502,1.0813077,4.922957,0,0,7.4649634,0
MADHYA_PRADESH,1985,49.5350461,40.0462725,37.4769039,42.1337739,10.4436721,113.1902823,451.4943472,23.5248425,30.099646,13.9764596,27.2818142,33.6785722,0,7.7702583,16.6795426,2.6891763,0,30.386071,0,0
KARNATAKA,1985,9.7934167,31.7796224,45.8736381,16.2917613,5.0559713,148.9502486,81.9708615,22.9716683,0,9.1710042,6.2972098,7.5561783,0,5.0606702,2.509543,2.2090307,0,0,8.8190369,0
UTTAR_PRADESH,1985,95.9318058,70.9460695,51.3227862,32.1623067,36.7144907,218.9271041,579.3837335,42.3470281,62.9728549,53.2153889,46.8018877,64.368423,0,5.8610594,24.508674,4.1874067,0,8.0371716,34.8261393,46.419356
ORISSA,1985,24.973709,15.1199397,13.4892437,11.2280241,7.4781317,83.2225032,96.9644349,16.7282799,0,5.8533841,7.5110499,8.393205,8.9324223,6.7140808,7.1064779,2.04,0,0,5.6968856,11.6556017
WEST_BENGAL,1985,33.1339956,23.6788529,19.7722567,0,0,83.4597557,225.6591297,0,12.4536377,5.8388311,9.9906667,0,0,0,9.9106,0,0,3.8732099,2.7176378,30.1018974
BIHAR,1985,24.4382965,18.9533926,21.5274491,0,0,53.113744,166.0062611,11.1114184,11.7407959,17.4988044,13.162596,19.0981994,13.2319937,6.3674168,12.012523,0,0,0,4.5909135,14.2465669
ANDHRA_PRADESH,1985,5.4844563,35.6977378,23.8999504,12.6590812,10.3152277,140.079133,14.797924,16.4130316,0,18.5176314,5.2734152,6.3771996,0,3.3893533,1.9265789,3.0171755,0,0,1.1651447,0
MAHARASHTRA,1985,16.1973896,25.8653196,29.1990653,15.9016873,5.1156485,150.1938756,102.6478262,17.1749882,5.5424925,9.7272728,7.9946697,14.968325,0,4.9830165,3.3666665,3.3338785,0,0,8.8857483,0
GUJARAT,1985,31.8452128,17.4701507,7.2503348,8.7148607,8.1964805,117.644938,187.450924,8.0608279,6.2952746,14.2839534,8.334128,9.7922839,0,2.7240329,14.8969298,4.2492284,0,8.3102077,0,0
PUNJAB,1985,34.8676363,31.3502078,17.5129903,0,5.7222222,64.25063,100,7.4833334,11.6192308,0,6.318306,9.3678552,0,4.6544304,9.8576388,2.9252096,0,0,0,0
RAJASTHAN,1985,52.5472552,19.4887462,14.6509389,9.1121977,5.1677914,89.1369568,70.3653383,13.189484,42.6748367,19.0492374,20.9467023,5.2643583,0,2.0261003,18.2353856,5.1710374,0,4.6342682,4.5753714,0
PUNJAB,1986,29.4169832,32.6930884,20.8836087,2,5.2857143,62.719838,105.469698,7.45,13.0674605,0,6.0157812,8.885481,0,4.1645601,8.4218773,2.9373525,0,0,0,0
RAJASTHAN,1986,46.3701985,16.2385929,15.3746294,6.4805427,5.775796,86.4395087,69.3825823,14.1796136,37.1953529,18.840947,15.0615247,3.991809,0,0.9798595,18.608765,6.2671572,0,5.1804041,0.8710424,0
HARYANA,1986,16.5619801,16.3249159,5.3818924,1.6542716,3.4173234,33.4723516,82.305101,8.1301492,8.6046896,2.9734347,4.0009079,6.4750359,0,2.8909313,4.5486364,1.8471499,0,0,0,0
MADHYA_PRADESH,1986,55.3815118,30.7183187,37.0813097,32.9084559,12.8317527,125.0627543,517.7531128,23.8004391,33.8261455,13.7660276,27.1184274,38.731063,0,3.5653253,12.0181095,1.4418982,0,23.3357553,0,0
MAHARASHTRA,1986,15.7334804,21.3454977,18.5822321,13.19389,6.2883302,148.0185007,49.9024747,18.4324534,4.7166667,8.6678685,6.940618,10.9766869,0,5.4119374,1.2416666,2.4498149,0,0,8.7262996,0
TAMIL_NADU,1986,3.0417536,32.1584498,13.0259687,13.3510848,11.8109893,114.079587,56.379181,10.9358017,0,11.136774,3.8921414,7.2961107,0,2.9126083,1.1660606,3.5378902,0,0,5.9334868,0
ANDHRA_PRADESH,1986,6.9987959,34.7167444,23.2628393,12.7233011,10.4709462,117.0496814,14.2303281,16.7478977,0,14.8571974,5.7496048,5.3750246,0,2.9016915,2.609979,3.2773034,0,0,3.2739184,0
GUJARAT,1986,34.176172,14.6327741,16.8266037,8.7659963,14.1684041,132.0663965,213.417542,14.4382495,0,11.2250892,8.6132892,5.703348,0,1.4691543,17.3329136,2.7632174,0,4.7084707,0,0
WEST_BENGAL,1986,24.2723505,23.4035298,25.452152,0,0,81.0811447,226.2690606,0,11.0381021,5.6535758,10.5454846,0,0,0,8.7411061,0,0,4.3833332,2.4618943,27.2314242
ORISSA,1986,23.1764967,14.0705094,14.3425891,11.0231825,5.1730896,89.520448,106.5550638,16.685986,0,5.8634074,8.9871194,8.4846114,8.9205611,6.243232,6.1773136,2.21,0,0,5.8519443,11.3977766
UTTAR_PRADESH,1986,109.8857776,66.0821665,52.5027959,38.9829481,40.8958992,220.947615,887.689817,39.9663325,67.865578,36.7329819,41.8459444,61.8371937,0,4.0397223,24.1795095,0,0,5.1426981,37.2671839,37.4569771
KARNATAKA,1986,11.9421977,36.1057815,47.6184738,16.8310409,6.4304957,157.5664978,137.7294861,15.9719099,0,9.5456613,7.4056299,8.7917583,0,5.1669472,2.5987343,2.4555864,0,0,8.5110259,0
BIHAR,1986,24.0229783,18.8173439,21.7525777,0,0,51.4302953,163.0963999,12.0124603,11.4673772,16.3719057,11.9443317,22.1949612,11.3517809,6.2886399,11.3983718,0,0,0,3.9977323,13.0767809
UTTAR_PRADESH,1987,95.7734072,65.375651,38.8348721,33.4443351,35.8274391,251.865637,867.5782075,35.5485251,68.1258817,129.0204581,38.4102005,51.5630363,0,5.3630201,27.8577933,3.2112475,0,33.1325762,37.8425994,40.62699
PUNJAB,1987,35.3005129,30.7414313,15.9443521,2,5,53.986278,195.02381,5.909091,16.1666667,0,0,7.8252425,0,2.0969923,0,2.7154608,0,0,0,0
BIHAR,1987,22.6013822,15.2449054,17.3727981,0,0,51.4302953,163.0963999,11.2503258,11.7464243,16.3719057,11.6191962,19.3992948,9.6563987,5.3893565,12.4099735,0,0,0,3.5685354,12.8230888
MAHARASHTRA,1987,18.3116975,23.7812755,21.6375827,21.5607144,9.8129741,155.209666,82.9060479,23.913999,2.6222221,7.8416667,9.4288252,14.5116694,0,5.810129,2.7227273,2.9817029,0,4.4182523,9.0062952,0
ANDHRA_PRADESH,1987,4.8657431,38.1737624,27.6335512,12.1494975,9.8581003,122.544342,36.10839,17.8599229,0,13.6958145,5.4329507,2.9347747,0,3.6640848,9.9036288,2.5282826,0,0,2.6227595,0
KARNATAKA,1987,10.1674921,34.2672363,37.9768813,11.8478554,5.6624559,162.2001652,154.570985,18.5550383,0,8.4221985,6.9926028,7.3834293,0,6.9218656,0.8829989,2.7748665,0,1.2733378,6.0641534,0
TAMIL_NADU,1987,1.1521056,32.6170695,17.1733021,12.0272451,9.7624934,205.9549685,66.996009,12.0745978,0,8.9127495,3.9420667,6.9090747,0,3.1983518,2.2443729,4.0388503,0,0,5.3143349,0
HARYANA,1987,16.3744966,14.571248,3.3999763,0.7538852,2.0376033,22.4531539,94.843598,2.2860658,8.5831554,3.6028522,2.0580219,5.3296031,0,1.6060606,5.6362656,1.3568027,0,0,0,0
GUJARAT,1987,28.6079386,18.0236559,5.281984,4.0479727,7.8096854,108.5801338,141.137155,8.2913902,0,9.4731366,5.9148262,4.1850448,0,2.2375763,11.9228274,1.9450486,0,7.9938678,0,0
RAJASTHAN,1987,47.6501462,14.4315683,9.2664118,5.8534695,4.068337,88.7108505,70.7268568,12.6735566,42.0924001,15.6134198,16.2244887,1.5055964,0,0.8158498,16.5267861,2.3413342,0,3.9885985,0.8719991,0
ORISSA,1987,22.6508211,10.3976305,13.5509556,8.3375093,4.8962035,89.520448,106.5550638,15.6016584,0,5.8634074,7.6813657,8.0219817,15.1315202,6.3769915,5.7996266,1.7710924,0,0,1.3,12.1024606
MADHYA_PRADESH,1987,54.2979016,31.1347985,44.3182829,40.2812689,17.5813157,118.7162513,482.7976307,31.200793,32.3090529,11.5627589,25.3464547,36.0715946,0,7.7173605,20.4769129,1.5816654,0,28.9475455,0,0
WEST_BENGAL,1987,26.1471528,24.2842861,22.5068202,0,0,81.0811447,226.2690606,0,9.0533984,5.6535758,6.8518599,0,0,0,11.2837595,0,0,4.8474793,2.4576001,27.1343816
