STATENAM,YEAR,QWHEAT,QRICE,QMAIZE,QJOWAR,QBAJRA,QSUGAR,QPOTATO,QGNUT,QBARLEY,QTOBAC,QGRAM,QTUR,QRAGI,QSESAMUM,QRMSEED,QCOTTON,QOPULS,QSOY,QSUNFLWR,QJUTE
KARNATAKA,1981,210.7,3540,419.4,1771.3,318.2,1428.5999,0,315.9999962,0,28.9999994,74.000001,181.318,0,29.9999998,0,106.0000007,378.999998,0,20.701,0
MAHARASHTRA,1981,98.9,2434.6,125.5,4846.1,778.6,2878,0,604.9999925,5.6999999,7.1,177.0000009,436.3,0,32.0000001,0,249.500003,435.0000035,0,91.7,0
TAMIL_NADU,1981,0,5464,25.2,527.4,291.7,2020.7998,0,614.9999948,0,23.0000006,9.2000002,77.932,0,45.0000001,0,54.0000007,119.9999979,0,9.06,0
HARYANA,1981,3385,1155,77,29.4,411,379,109.6,7,133,0,165,27.958,0,0.5,36,67.32,23.5000001,0,0,0
ANDHRA_PRADESH,1981,11,6735,626,1331,445,1277.971,0,1053.455956,0,160.2754732,13.574128,67.234,0,23.7733929,0,122.9583744,378.5300656,0,2.862,0
UTTAR_PRADESH,1981,12609.1,5740.3,959.5,585.7,658,7293.9669,4226.002,253.795,692.131,14.671,1060.686,762.109,0,6.322,291.273,3.619,570.9999993,0,4.342,13.86324
WEST_BENGAL,1981,302.000002,5832.59986,59.373,0,0,141.0999,1984.505,0,26.034,15.483,42.8999999,0,0,0,90.95,0,0,0,0.798,708.66
WEST_BENGAL,1982,605.458,4949.05,59.373,0,0,159.956,2296.05,0,26.034,15.912,50.602,0,0,0,90.95,0,0,0.246,1.108,599.7456
GUJARAT,1982,1267.3,488.9,305.9,487.9,1177.6,669.5401,0,1312.800026,22.9999995,197.1000032,120.7999958,206.865,0,31.6000007,211.1999997,263.0999966,156.9999977,0,0,0
RAJASTHAN,1982,3777,90.3,628.7,356.3,1367,142.9898,0,106.2999993,479.2000035,2.4,1317.999994,7.411,0,41.1000006,443.5000048,94.1999995,244.2999971,6.533,0.424,0
HARYANA,1982,4012,1208,55,26.4,442.1,352,133.4,5.4,96,0.179,144,27.958,0,0.7,91,79.39,23.5000001,0,0,0
MADHYA_PRADESH,1982,3639,3392.6,755.8,1511.3,102.1,135.6401,337.668,179.0000002,138.631,0.6000003,1643.700002,417.363,0,27.6,0,53.8000005,629.4000041,349.5,0,0
BIHAR,1982,2415.003,3067.225,937.774,0,0,443.8716,1237.879,4.386,64.546,12.11,141.254,89.128,74.888,6.152,44.442,0,0,0,0.212,133.1568
KARNATAKA,1982,227.9,2208.2,430.6,1468.4,201.3,1491.6,0,541.6000027,0,38.9999999,69.2000003,181.318,0,25.1000003,0,88.5000007,300.5999997,0,63.686,0
ANDHRA_PRADESH,1982,13,6387.6,740.3,1517,259.2,1076.7601,0,1126.402789,0,221.9897924,25.6511099,67.234,0,17.9530108,0,106.0640947,508.890674,0,4,0
MAHARASHTRA,1982,80.3,1947.3,107.6,4652.5,444.9,3136.0298,0,550.4999997,5.6999999,7.1,147.8999986,436.3,0,46.5999994,0,273.4000002,416.1000032,0,114.5,0
TAMIL_NADU,1982,0.3,3300,49.8,439.8,244.9,1521,0,853.3000093,0,22.8,4.7,77.932,0,32.399999,0,42.1999999,158.6999997,0,33.86,0
ORISSA,1982,120.959,2991.49,177.558,29.768,6.911,316.94,59.722,333.107,0,7.64,25.124,84.271,244.032,123.3,60.279,3.35,0,0,0.452,60.9255
PUNJAB,1982,8950,4079,505,1.82,50,562,474.2,60,94,0,51.003,34.733,0,4.9,58,141.78,40.9999988,0,0,0
UTTAR_PRADESH,1982,15018.3,5394.7,835.1,293.6,742.3,7932.1446,4307.692,187.029,763.138,11.792,1325.172,762.109,0,3.256,291.273,4.68639,584.5999996,64.025,4.342,11.2221
MADHYA_PRADESH,1983,4070.5,4631.8,1107.2,1959.3,124.7,222.6002,337.668,246.8999987,138.631,0.6000003,1455.099992,417.363,0,27.6,0,35.6999993,1463.900009,433,0,0
UTTAR_PRADESH,1983,15822.6,6614.5,1096.9,538.4,858,7569.2579,5544.432,159.613,795.665,15.682,1150.915,762.109,0,3.256,257.459,3.352978,614.1999996,73.788,1.596,14.65524
WEST_BENGAL,1983,854.162,7882.692,79.809,0,0,102.237,3063.929,0,23.952,15.464,56.73,0,0,0,112.98,0,0,0.142,1.25,641.5596
HARYANA,1983,4102.1,1240,77,24.3,478.9,370,168,5.7,74,0.067,156,27.958,0,0.6,130,53.72,28.0000005,0,0,0
KARNATAKA,1983,206.5,2196.1,472.7,1899.4,287.7,1341.2,0,746.6000019,0,38.9999999,74.9999998,181.318,0,25.1000003,0,123.3000009,368.1000039,0,115.485,0
ORISSA,1983,113.22,5120.57,203.885,37.376,9.462,286.19,97.03,378.452,0,10.253,28.409,87.901,270.909,125.165,62.175,2.172,0,0,0.416,61.2
RAJASTHAN,1983,3450.8,217.4,1228.4,591.1,2456.7,148.5302,0,173.7999988,479.2000035,2.4,1088.8,7.411,0,41.1000006,648.2000113,98.4000002,555.9000141,15.563,1.273,0
TAMIL_NADU,1983,0.4,4447.9,59,540.2,395.3,1451.95,0,1072.900012,0,22.8,7.0000002,77.932,0,32.399999,0,44.4999999,178.0000022,0,30.46,0
MAHARASHTRA,1983,1142.1,2458.9,145.5,4678,908,2654.91,0,834.2999897,5.6999999,7.1,211.8000009,436.3,0,46.5999994,0,138.3999995,558.8999949,0,108.1,0
GUJARAT,1983,1626,754.3,475.7,582,1607.3,774.6301,0,1905.100021,18.5999995,197.1000032,117.3999979,206.865,0,31.6000007,235.9000032,245.6000008,235.9999969,0.009,0,0
BIHAR,1983,2935.2,4984.524,867.239,0,0,388.4645,1421.643,6.085,79.132,13.449,173.737,108.284,104.399,10.134,67.621,0,0,0,0.169,172.25424
ANDHRA_PRADESH,1983,9.9,7428.7,497.5,1080.2,350.1,827.4525,0,1684.933195,0,221.9897924,22.956246,67.234,0,17.9530108,0,173.1413853,431.109177,0,9.3,0
PUNJAB,1983,9213.5,4456,486,1.87,54,481,475.4,39,70,0,44.002,34.733,0,4.4,59,85,43.8999998,0,0,0
MADHYA_PRADESH,1984,3726.9,3665,1108.3,1625,139.5,174.1,378.824,168.2,138.1,0.577,1282.1,400.1,0,41.6,200.1,45.36399,0,736.9,0,0
MAHARASHTRA,1984,856.5,1935.5,106.8,4802.4,566.2,2846.513063,0,730.7,5.9,4.9,201.7,485.2,0,52,1.7,257.873,0,0,169,0
UTTAR_PRADESH,1984,15790.129,6984.817,1752.884,573.169,954.718,7030.718,5670.81,89.374,686.268,23.784,1272.643,879.545,0,8.693,407.639,3.87005,0,83.548,1.801,13.49694
ANDHRA_PRADESH,1984,9.7,5649.3,441.6,1050.9,186.8,880.056988,0.581,1287.3,0,88.2,13.2,50.8,0,15.3,0.262,134.793,0,0,11.3,0
TAMIL_NADU,1984,0.25,5123,43.31,460.42,416.5,1904.315,58.11,1133.75,0,16.48,3.72,74.96,0,43.61,0.08,95.0232,0,0,34.98,0
KARNATAKA,1984,189.592,2372.611,413.16,1632.806,180.599,1439,151.251,744.781,0,30.534,77.072,187.539,0,29.323,1.106,123.93561,0,0,140.571,0
HARYANA,1984,4213.99998,1361,156,39.1,418,549,205.4,8.1,91,0.194,293,18.201,0,2.4,278,97.9200022,0,0,0,0
WEST_BENGAL,1984,812.205,8092.51,94.07,0,0,76.993,3135.28,0,18.28,16.507,49.858,0,0,0,164.01,0,0,0.182,0.839,720.3636
PUNJAB,1984,8801,4544,489,0.5,49,389,444.6,44,68,0,52,40.8,0,4.6,122,134.64,0,0,0,0
GUJARAT,1984,1329.3,838.2,383.6,499.7,1535.3,758.2,322.6,1572.3,6.1,173.5,101.2,251.1,0,49.9,239.3,351.696,0,0.001,0,0
RAJASTHAN,1984,2733.751,212.708,1121.825,413.16,1513.088,135.499,6.007,171.616,373.803,2.981,945.881,16.623,0,71.806,824.42,75.04276,0,26.086,1.273,0
BIHAR,1984,3032.331,5376.521,878.546,0,0,377.9057,1343.898,6.611,67.723,16.06,138.882,94.307,102.843,7.273,66.903,0,0,0,0.171,158.4279
ORISSA,1984,96.262,4172.19,146.295,28.331,8.65,370,92.3,484.837,0,9.358,25.728,92.881,191.029,106.709,52.568,0.32436,0,0,0,63.9
HARYANA,1985,5014,1604,127,20,268,528,159.7,6.6,154,0.107,581.00001,23.159,0,2.6,258,120.0199944,0,0,0,0
TAMIL_NADU,1985,0.298,5212.124,36.75,623.558,355.358,2033.508,133.514,1017.964,0,15.459,5.423,73.359,0,40.877,0.084,89.43139,0,0,23.463,0
MADHYA_PRADESH,1985,4124.7,5750.1,700.3,1814.4,89.9,121.8,300.505,168,129.4,0.485,1464,396.8,0,50.9,191.911,46.78111,0,774.5,0,0
KARNATAKA,1985,122.986,1871.787,406.465,1332.274,216.518,1257.4,117.609,1029.835,0,30.521,53.133,164.744,0,30.138,1.049,85.48127,0,0,225.238,0
UTTAR_PRADESH,1985,16231.525,8039.928,1508.968,433.861,633.404,7305.358,3973.443,105.283,821.405,21.67,1326.426,735.813,0,7.563,373.132,4.57504,0,75.534,1.897,19.32858
ORISSA,1985,107.918,5166.33,172.594,35.059,10.141,370,341.119,493.817,0,9.646,23.12,90.236,211.935,144.485,80.621,0.53907,0,0,0.117,87.12018
WEST_BENGAL,1985,737.661,7990.926,103.401,0,0,83.625,2757.648,0,16.246,14.931,59.841,0,0,0,163.36,0,0,0.183,0.813,1190.12165
BIHAR,1985,2935.621,6070.062,886.132,0,0,393.6982,1314.123,4.668,65.905,15.298,160.047,92.458,94.853,6.791,63.688,0,0,0,0.162,311.23528
ANDHRA_PRADESH,1985,8.2,6173.1,473.8,1060.6,198.6,855.616033,1.588,1297.6,0,80.6,13.4,78,0,21.7,0.268,102.986,0,0,9.881,0
MAHARASHTRA,1985,644.4,2181.8,102.7,3922.7,419.8,2559.185443,59.751,468.7,6.9,7.7,175.6,451.3,0,49.9,1.4,338.283,0,0,159.667,0
GUJARAT,1985,782.8,454.2,114.3,354.9,634.9,649,153.1,448.2,6.8,167.8,45.5,223.4,0,19.6,208.9,337.739,0,1.014,0,0
PUNJAB,1985,9469,4873,350,0,20,433,294,42,78,0,79,36.9,0,5.3,130,159.97,0,0,0,0
RAJASTHAN,1985,3832.174,118.473,643.516,374.554,687.184,97.159,7.868,149.423,565.361,2.793,1586.99,3.476,0,26.943,565.234,80.62879,0,31.787,0.836,0
PUNJAB,1986,8122,5399,462,0.2,20,538,225.9,41,60,0,68,26.5,0,5.6,103,193.12,0,0,0,0
RAJASTHAN,1986,3332.983,129.019,646.941,238.666,976.282,126.4249,8.766,130.257,406.009,2.554,744.265,2.14,0,6.929,648.21,118.75333,0,39.214,0.396,0
HARYANA,1986,4820.99992,1548.99999,125,36,288,667,145.9,7.8,98,0.073,390,42.5159998,0,2.3,205,145.8600016,0,0,0,0
MADHYA_PRADESH,1986,3862.8,4262.5,764.8,1326.2,122.5,177,333.668,191.8,148.4,0.483,1371.2,455.2,0,20.4,201.5,41.072,0,626.9,0,0
MAHARASHTRA,1986,536.4,1751.5,77.8,3092.4,465.2,2255.426839,51.892,435.2,6.5,7.9,129.4,372.4,0,49.3,1,151.079,0,0,151.533,0
TAMIL_NADU,1986,0.176,4952.069,39.83,604.303,281.627,1994.16,80.606,951.689,0,9.645,4.748,85.475,0,32.461,0.042,53.73156,0,0,11.941,0
ANDHRA_PRADESH,1986,6.9,5586.35,440,827.778,159.6,792.009373,1.34,1299.136,0,75.4,18.3,72.9,0,20.8,0.273,100.266,0,0,23.3,0
GUJARAT,1986,661.7,444,435,245.1,1026.9,556.6,253.6,1291.7,0,182.8,28.1,146.1,0,12.4,234.9,185.878,0,6.012,0,0
WEST_BENGAL,1986,682.63,8463.02,230.7,0,0,75.739,3453.636,0,16.62,15.244,50.201,0,0,0,176.94,0,0,0.277,0.784,774.86076
ORISSA,1986,83.355,4834.38,173.832,32.717,6.764,284.8,96.694,499.654,0,8.614,28.926,93.09,205.271,134.535,64.396,0.49487,0,0,0.229,52.2
UTTAR_PRADESH,1986,17595.634,7175.818,1467.968,444.82,742.141,8524.73,5610.744,112.828,767.156,16.999,1232.938,670.972,0,4.698,310.057,0,0,48.106,2.192,12.05694
KARNATAKA,1986,148.785,2173.366,423.602,1844.828,209.404,1401.5,222.739,913,0,36.92,83.34,191.67,0,40,1.097,78.32002,0,0,309.9,0
BIHAR,1986,2863.107,6010.995,909.963,0,0,372.9108,1334.453,4.888,59.662,16.91,149.194,101.343,72.899,6.796,57.355,0,0,0,0.144,188.29062
UTTAR_PRADESH,1987,16582.804,6354.539,985.84,439.668,616.065,9471.287,6272.834,74.719,747.075,37.496,1056.14,603.615,0,5.172,354.674,3.69495,0,17.805,2.486,7.98606
PUNJAB,1987,9565,4876,319,0.2,11,500,493.9,21,69,0,0,21.9,0,3.8,0,204,0,0,0,0
BIHAR,1987,2776.574,4658.408,768.707,0,0,372.9108,1334.453,5.11,54.477,16.91,139.604,85.769,60.44,5.844,61.003,0,0,0,0.139,158.79059
MAHARASHTRA,1987,633.4,1712.8,120,5951.9,909.6,2700.393193,59.757,698.3,8.5,10.3,228.5,534.6,0,64.7,1,251.855,0,24.5,190.8,0
ANDHRA_PRADESH,1987,4.2,5666.6,482.7,996.5,152.9,878.451531,6.807,1661.3,0,60.1,17.7,42.1,0,19.5,0.613,79.067,0,0,52.9,0
KARNATAKA,1987,133.912,1908.843,516.774,1477.004,285.295,1451.7,194.946,924.501,0,27.12,102.74,211.359,0,69.871,0.533,97.95587,0,5.013,409.087,0
TAMIL_NADU,1987,0.062,5182.594,27.491,710.046,290.731,2009.22,172.717,1146.816,0,9.344,4.988,77.953,0,41.109,0.091,75.66632,0,0,10.483,0
HARYANA,1987,4627.00003,1107,74,5,85,525.999,183.9,3.2,96,0.0659999,62,27.1900004,0,1,313,111.1799984,0,0,0,0
GUJARAT,1987,351.2,279.3,92.6,125.2,346.1,607.8,197.9,140,0,121.8,10.9,111,0,3.9,184.4,50.201,0,3.876,0,0
RAJASTHAN,1987,2850.336,79.047,298.68,242.6,455.742,96.747,16.375,111.412,363.714,2.285,409.154,1.154,0,5.742,888.865,37.06357,0,61.489,1.514,0
ORISSA,1987,80.9,3471.37,168.89,25.717,5.95,284.8,96.694,542.44,0,8.614,26.132,84.96,259.47,129.77,64.8,0.85068,0,0,0.21,51.498
MADHYA_PRADESH,1987,4326.6,4091.1,860.7,1929.6,108.7,233.9,326.891,229.7,130,0.418,1469.5,386.5,0,41.6,253.2,48.348,0,670.6,0,0
WEST_BENGAL,1987,673.91,9271.74,104.705,0,0,75.739,3453.636,0,13.682,15.244,40.513,0,0,0,334.03,0,0,0.375,0.974,544.302
