STATENAM,YEAR,avg(PRICE),avg(PMAIZE),avg(PJOWAR),avg(PBAJRA),avg(PSUGAR),avg(PPOTATO),avg(PGNUT),avg(PGNUT),avg(PBARLEY),avg(PTOBAC),avg(PGRAM),avg(PTUR),avg(PRAGI),avg(PSESAMUM),avg(PRMSEED),avg(PCOTTON),avg(POPULS),avg(PSOY),avg(PSUNFLWR),avg(PJUTE)
MAHARASHTRA,1970,90.28399999999998,74.396,74.87599999999999,76.99600000000001,107.36,77.19000000000004,165.78799999999998,165.78799999999998,72.67200000000003,502.62399999999997,103.28399999999999,103.28399999999999,76.99600000000001,213.86800000000002,154.0300000000001,186.49200000000002,129.48800000000003,0.0,0.0,0.0
GUJARAT,1970,79.19444444444446,63.74444444444445,65.63333333333333,59.56111111111112,99.22222222222223,61.28999999999999,141.78333333333333,141.78333333333333,58.333333333333336,363.92777777777775,98.39444444444445,98.39444444444445,59.56111111111112,216.85555555555555,152.4555555555556,282.5222222222223,110.45000000000002,0.0,0.0,0.0
ANDHRA_PRADESH,1970,99.5421052631579,48.136842105263156,62.77368421052629,54.39473684210526,97.10999999999996,57.019999999999996,128.72631578947366,128.72631578947366,44.5,414.3247368421054,94.98894736842105,94.98894736842105,54.39473684210526,191.41947368421052,154.03000000000006,234.68263157894742,87.25664605263157,0.0,0.0,0.0
PUNJAB,1970,53.717000000000006,54.787,72.509,58.50500000000001,93.78299999999999,67.0821,126.753,126.753,56.166,266.38700000000006,85.491,85.491,58.50500000000001,218.12939999999998,148.4,176.2,85.491,0.0,0.0,0.0
TAMIL_NADU,1970,94.8,63.87500000000002,65.225,61.53333333333334,99.50333333333334,59.70000000000001,128.4725,128.4725,44.5,406.08166666666665,100.62,100.62,61.53333333333334,203.09416666666667,154.03,217.9175,94.89828983333332,0.0,0.0,0.0
MADHYA_PRADESH,1970,91.78837209302321,48.88837209302325,65.93023255813952,59.93255813953484,94.34674418604651,53.88000000000006,140.96488372093015,140.96488372093015,44.5,590.3858139534884,71.13558139534884,71.13558139534884,59.93255813953484,197.84953488372093,154.02999999999994,269.3444186046511,92.48584104651162,0.0,0.0,0.0
HARYANA,1970,71.685,59.333333333333336,60.776666666666664,54.46,89.83333333333333,56.826166666666666,134.0533333333333,134.0533333333333,55.583333333333336,248.41666666666666,82.91666666666667,82.91666666666667,54.46,215.66666666666666,152.11333333333334,177.495,82.91666666666667,0.0,0.0,0.0
UTTAR_PRADESH,1970,51.048125000000006,47.778749999999995,51.949999999999996,56.443749999999994,82.32770833333335,34.18729166666666,116.39354166666664,116.39354166666664,51.758541666666666,137.79,71.76166666666667,71.76166666666667,56.443749999999994,203.72145833333346,157.74749999999986,159.6400000000001,71.76166666666667,0.0,0.0,117.78999999999998
BIHAR,1970,65.76470588235294,64.75235294117647,0.0,0.0,93.27470588235295,46.81470588235294,126.50864705882353,126.50864705882353,63.68976470588236,449.61111764705885,92.74194117647058,92.9494117647059,58.85529411764706,205.50211764705884,166.267,0.0,92.9494117647059,0.0,0.0,94.31294117647063
WEST_BENGAL,1970,139.7466666666667,62.932903,0.0,0.0,109.88133333333334,66.128,0.0,0.0,63.53000000000001,527.4761399999999,101.74533333333332,0.0,0.0,0.0,172.66199999999995,0.0,0.0,0.0,0.0,145.64866666666663
KARNATAKA,1970,102.51578947368421,61.46315789473684,74.50526315789473,62.56842105263158,85.91578947368421,62.510000000000005,138.8857894736842,138.8857894736842,44.5,483.4894736842104,92.42578947368425,92.42578947368425,62.56842105263158,197.2800000000001,169.17999999999998,244.6142105263159,83.71578947368423,0.0,0.0,0.0
ORISSA,1970,80.67153846153846,48.08846153846154,64.77692307692307,57.87076923076923,98.1376923076923,58.23461538461538,137.7846153846154,137.7846153846154,0.0,524.0930769230769,83.47846153846154,93.15692307692309,58.55984615384615,198.8476923076923,163.68461538461537,256.31615384615384,93.15692307692309,0.0,0.0,206.3899999999999
RAJASTHAN,1970,150.7696153846154,57.676923076923075,58.26923076923077,59.07692307692308,91.38461538461539,57.01999999999999,125.84615384615384,125.84615384615384,58.25769230769231,373.5769230769231,78.63461538461539,78.63461538461539,59.07692307692308,212.8846153846154,172.09615384615384,286.0769230769231,92.76153846153846,0.0,0.0,0.0
ORISSA,1971,81.7653846153846,56.97076923076922,74.68538461538462,65.74692307692308,133.45,49.23538461538461,123.93923076923076,123.93923076923076,0.0,506.6315384615384,92.5453846153846,104.18615384615383,68.59615384615387,195.6169230769231,162.49692307692308,208.2676923076923,104.18615384615383,0.0,0.0,156.31999999999996
PUNJAB,1971,58.8,57.534000000000006,78.09700000000001,60.791,129.88299999999998,82.5183,117.40599999999999,117.40599999999999,56.864,348.194,104.301,104.301,60.791,243.05190000000002,150.322,162.342,104.301,0.0,0.0,0.0
GUJARAT,1971,83.13888888888889,67.5,73.36111111111113,67.38888888888889,133.17777777777778,65.72000000000001,131.77777777777777,131.77777777777777,70.41666666666669,294.72777777777776,98.38333333333335,98.38333333333335,67.38888888888889,204.66666666666666,123.61111111111111,247.13333333333333,117.40000000000002,0.0,0.0,0.0
MADHYA_PRADESH,1971,93.1697674418605,54.048837209302334,69.92093023255815,62.98604651162789,133.21744186046513,45.26999999999999,123.87325581395352,123.87325581395352,54.489999999999974,552.5402325581392,83.31976744186049,83.31976744186049,62.98604651162789,197.03581395348832,154.02999999999994,200.4790697674417,109.5825773255814,0.0,0.0,0.0
KARNATAKA,1971,114.69999999999999,65.5736842105263,77.72631578947369,66.63157894736842,107.87368421052633,55.57000000000002,117.68105263157895,117.68105263157895,54.489999999999995,478.8721052631578,110.98578947368416,110.98578947368416,66.63157894736842,207.40000000000006,142.66,197.91052631578944,106.54631578947367,0.0,0.0,0.0
TAMIL_NADU,1971,97.79166666666667,59.82500000000001,67.58333333333333,60.59166666666667,110.52166666666669,61.909999999999975,122.61416666666666,122.61416666666666,54.49,487.5491666666666,105,105,60.59166666666667,213.26166666666666,154.03,197.90666666666664,110.23347166666667,0.0,0.0,0.0
MAHARASHTRA,1971,94.192,77.59199999999998,88.208,81.98,148.604,81.76,153.284,153.284,92.47200000000001,492.712,103.10799999999999,103.10799999999999,81.98,234.42799999999997,154.0300000000001,197.196,161.34400000000002,0.0,0.0,0.0
BIHAR,1971,61.044117647058826,78.68682352941177,0.0,0.0,130.28294117647056,58.194117647058825,130.40182352941176,130.40182352941176,69.80341176470588,639.3740588235296,99.25170588235292,109.30447058823532,66.16123529411765,201.86058823529416,188.38452941176473,0.0,109.30447058823532,0.0,0.0,71.83058823529413
ANDHRA_PRADESH,1971,117.01052631578946,62.88947368421053,76.88947368421051,70.72105263157896,108.5,50.36000000000001,117.19263157894736,117.19263157894736,54.489999999999995,429.8289473684209,97.68157894736845,97.68157894736845,70.72105263157896,192.34157894736842,154.03000000000006,216.76999999999995,102.28186978947367,0.0,0.0,0.0
RAJASTHAN,1971,136.78153846153845,61.47076923076923,62.611538461538466,57.70153846153846,134.12307692307692,50.359999999999985,138.19230769230768,138.19230769230768,63.63384615384616,351.83538461538467,90.16923076923078,90.16923076923078,57.70153846153846,211.825,184.07846153846154,218.37807692307692,73.38461538461539,0.0,0.0,0.0
WEST_BENGAL,1971,144.78866666666667,77.63744999999997,0.0,0.0,160.39000000000001,58.663333333333334,0.0,0.0,81.23466666666666,728.2945,120.90466666666666,0.0,0.0,0.0,176.58666666666664,0.0,0.0,0.0,0.0,144.69933333333333
UTTAR_PRADESH,1971,51.16604166666668,59.09937500000003,57.51479166666667,57.18020833333332,97.30291666666675,29.766666666666666,89.80000000000007,89.80000000000007,57.88145833333335,276.67,88.12104166666664,88.12104166666664,57.18020833333332,209.27041666666662,165.72499999999997,172.17000000000004,88.12104166666664,0.0,0.0,138.01000000000013
HARYANA,1971,62.53333333333333,66.315,66.66333333333334,64.47666666666667,137.59166666666667,64.93916666666665,125.60000000000001,125.60000000000001,61.00833333333333,263.195,94.14333333333333,94.14333333333333,64.47666666666667,220.3183333333333,159.96666666666667,174.54833333333332,94.14333333333333,0.0,0.0,0.0
ANDHRA_PRADESH,1972,144.29473684210527,80.97894736842109,90.1,83.62631578947368,140.11000000000007,59.769999999999996,179.72894736842105,179.72894736842105,73.16000000000001,473.7115789473684,140.83210526315784,140.83210526315784,83.62631578947368,262.1589473684211,178.77,177.86894736842103,134.88131889473684,0.0,0.0,0.0
PUNJAB,1972,57.25999999999999,61.3,68.734,116.104,167.769,87.9017,139.3509,139.3509,106.36240000000001,380.31230000000005,138.7,138.7,116.104,265.8103,167.16,170.5,138.7,0.0,0.0,0.0
UTTAR_PRADESH,1972,63.415416666666665,69.6477083333333,70.27604166666667,71.65916666666668,135.17354166666664,35.29979166666667,132.67187499999997,132.67187499999997,78.1070833333333,278.29000000000036,117.34437500000003,117.34437500000003,71.65916666666668,242.67395833333345,181.0979166666667,164.92000000000004,117.34437500000003,0.0,0.0,137.8400000000001
HARYANA,1972,81.53833333333333,79.25,95.20666666666666,101.75166666666667,215.5383333333333,71.97166666666666,153.61,153.61,99.58333333333333,277.9166666666667,141.16666666666666,141.16666666666666,101.75166666666667,259.5,198.22833333333332,179.42166666666665,141.16666666666666,0.0,0.0,0.0
RAJASTHAN,1972,170.14923076923074,81.28807692307691,84.34615384615384,92.42307692307692,148.6269230769231,59.76999999999999,161.77692307692308,161.77692307692308,98.4126923076923,401.1861538461538,119.44307692307692,119.44307692307692,92.42307692307692,276.4730769230769,212.18807692307695,220.59769230769234,78,0.0,0.0,0.0
WEST_BENGAL,1972,146.364,81.57672000000001,0.0,0.0,177.748,60.81466666666667,0.0,0.0,82.69066666666666,595.7903,139.5773333333333,0.0,0.0,0.0,188.86533333333333,0.0,0.0,0.0,0.0,154.39399999999998
MADHYA_PRADESH,1972,131.73023255813948,68.64883720930234,72.50930232558143,84.6209302325582,188.0411627906977,53.51999999999999,167.1325581395349,167.1325581395349,73.15999999999997,631.1167441860467,125.0555813953488,125.0555813953488,84.6209302325582,252.1525581395349,178.7700000000002,212.15162790697676,163.92546744186038,0.0,0.0,0.0
BIHAR,1972,75.92470588235294,81.76,0.0,0.0,161.14411764705883,63.603529411764704,194.28052941176466,194.28052941176466,98.90176470588236,659.9991764705883,130.46235294117648,137.0795882352941,68.98135294117645,240.6264705882353,189.4758823529412,0.0,137.0795882352941,0.0,0.0,83.70588235294117
MAHARASHTRA,1972,149.40800000000002,108.08,116.7,125.43199999999999,191.49599999999998,92.21000000000002,233.14800000000005,233.14800000000005,123.052,575.6800000000002,153.332,153.332,125.43199999999999,285.76400000000007,178.77000000000004,220.25600000000003,204.304,0.0,0.0,0.0
TAMIL_NADU,1972,99.55,59.933333333333344,73.87499999999999,67,132.91833333333332,73.81999999999998,142.17499999999998,142.17499999999998,73.15999999999998,504.2541666666666,161.50750000000005,161.50750000000005,67,276.14000000000004,178.77,204.79666666666665,141.80474583333333,0.0,0.0,0.0
ORISSA,1972,97.81692307692308,74.93692307692308,81.05230769230769,83.30153846153847,171.88923076923078,55.623846153846145,176.17153846153846,176.17153846153846,0.0,589.2523076923078,131.57692307692307,154.21692307692308,76.17307692307693,260.8769230769231,185.07923076923078,222.9246153846154,154.21692307692308,0.0,0.0,182.7
GUJARAT,1972,117.65555555555557,92.71111111111111,114.16666666666664,106.6611111111111,179.32777777777775,65.69000000000003,172.85,172.85,100.77777777777777,272.97833333333324,134.86111111111111,134.86111111111111,106.6611111111111,235.32777777777775,207.34444444444443,265.7444444444444,169.2111111111111,0.0,0.0,0.0
KARNATAKA,1972,130.20526315789473,87.65789473684208,108.34210526315792,93.00526315789472,123.45789473684209,66.18000000000004,184.46105263157892,184.46105263157892,73.16000000000001,509.4384210526315,170.68736842105264,170.68736842105264,93.00526315789472,255.67000000000002,199.65999999999994,221.0194736842105,132.00052631578947,0.0,0.0,0.0
GUJARAT,1973,179.7388888888889,132.2888888888889,143.77777777777777,121.99444444444445,160.4944444444444,76.38000000000001,236.72222222222223,236.72222222222223,123.50555555555557,295.0777777777778,183.94444444444446,183.94444444444446,121.99444444444445,327.93333333333334,268.99999999999994,339.1666666666667,180.51111111111112,0.0,0.0,0.0
TAMIL_NADU,1973,137.50833333333335,82.425,106.39999999999999,92.43333333333334,130.9333333333333,94.5,213.41166666666666,213.41166666666666,120.82999999999998,522.1283333333333,210.9775,210.9775,92.43333333333334,321.18583333333333,300.2799999999999,255.6216666666667,162.7551695,0.0,0.0,0.0
HARYANA,1973,88.995,96.80499999999999,137.44000000000003,105.38,188.57500000000002,79.92766666666667,231.15333333333334,231.15333333333334,121.25,345.805,198.96666666666667,198.96666666666667,105.38,338.75,291.68916666666667,235.93000000000004,198.96666666666667,0.0,0.0,0.0
ORISSA,1973,101.7423076923077,95.52769230769232,112.74000000000001,97.05846153846156,170.54384615384612,75.07076923076922,219.5461538461538,219.5461538461538,0.0,603.3792307692308,187.53153846153845,148.05461538461537,91.22046153846154,330.3938461538462,293.6684615384616,347.1430769230769,148.05461538461537,0.0,0.0,151.34999999999997
MAHARASHTRA,1973,177.17999999999995,136.612,155.984,133.35600000000002,202.96400000000003,114.19000000000004,274.69200000000006,274.69200000000006,128.068,485.0519999999999,214.51600000000005,214.51600000000005,133.35600000000002,340.816,300.2799999999998,316.108,208.28799999999998,0.0,0.0,0.0
PUNJAB,1973,71.3,69.9,78.37199999999999,104.46300000000001,159.127,93.1934,185.573,185.573,117.5332,356.19620000000003,200.9,200.9,104.46300000000001,365.3939,272.35,223.18999999999997,200.9,0.0,0.0,0.0
MADHYA_PRADESH,1973,141.4488372093023,98.23720930232554,125.5488372093023,105.99534883720922,191.14604651162793,71.25,213.5386046511627,213.5386046511627,120.82999999999994,647.8846511627904,185.82395348837215,185.82395348837215,105.99534883720922,303.7981395348838,300.2800000000001,285.7411627906979,159.2536839534884,0.0,0.0,0.0
RAJASTHAN,1973,190.11423076923077,131.59999999999994,117.80000000000004,102.05000000000001,144.0311538461538,84.26,233.9534615384615,233.9534615384615,128.15000000000006,344.0769230769231,197.10000000000002,197.10000000000002,102.05000000000001,350.5688461538462,274.9734615384616,164.26923076923083,41.84615384615385,0.0,0.0,0.0
WEST_BENGAL,1973,198.27866666666665,118.47405000000002,0.0,0.0,177.59933333333336,77.72466666666666,0.0,0.0,147.2613333333333,706.0112000000003,183.66133333333335,0.0,0.0,0.0,279.46866666666665,0.0,0.0,0.0,0.0,138.00666666666666
KARNATAKA,1973,179.36315789473684,105.47894736842109,123.97894736842107,94.0736842105263,130.02631578947367,86.52999999999999,239.95263157894743,239.95263157894743,120.82999999999997,310.2547368421054,205.89210526315793,205.89210526315793,94.0736842105263,329.83,249.9499999999999,334.101052631579,138.28421052631577,0.0,0.0,0.0
UTTAR_PRADESH,1973,75.23083333333335,92.62687499999994,79.34270833333332,80.29437500000004,137.91124999999994,53.80916666666664,201.25812499999995,201.25812499999995,113.87374999999997,242.8600000000001,187.59187499999993,187.59187499999993,80.29437500000004,303.96687500000013,311.5322916666668,222.5400000000002,187.0354166666666,0.0,0.0,132.23999999999987
BIHAR,1973,110.83,111.90841176470587,0.0,0.0,176.94117647058823,74.068,203.93305882352942,203.93305882352942,160.80835294117645,822.6839411764705,211.52311764705883,177.18758823529413,92.72994117647059,292.5848823529411,341.7611764705883,0.0,177.18758823529413,0.0,0.0,69.88235294117646
ANDHRA_PRADESH,1973,152.5842105263158,94.26315789473688,102.96315789473682,86.74736842105263,131.13000000000005,84.26,219.70684210526318,219.70684210526318,120.82999999999997,528.3836842105262,197.42315789473687,197.42315789473687,86.74736842105263,336.71105263157887,300.27999999999986,416.23842105263174,141.3556542105263,0.0,0.0,0.0
ORISSA,1974,142.4,130.36153846153846,142.45384615384617,151.16076923076923,181.57692307692312,58.25692307692308,244.8284615384615,244.8284615384615,0.0,615.2261538461538,171.90769230769232,180.23538461538462,142.5486153846154,323.2653846153847,240.94846153846154,301.82615384615383,180.23538461538462,0.0,0.0,239.34999999999994
MADHYA_PRADESH,1974,207.2116279069767,137.36976744186052,140.47209302325578,162.08837209302317,202.40348837209308,61.11999999999993,233.5776744186046,233.5776744186046,110.53000000000004,738.4025581395341,168.41906976744175,168.41906976744175,162.08837209302317,343.43581395348826,231.2600000000002,290.9532558139536,178.82045627906976,0.0,0.0,0.0
PUNJAB,1974,82.699,128.7,134.12800000000001,153.424,158.78199999999998,80.672,216.58379999999997,216.58379999999997,109.3,195.6407,199.1,199.1,153.424,374.06,260.84659999999997,267.03499999999997,199.1,0.0,0.0,0.0
RAJASTHAN,1974,298.65384615384613,160.2403846153846,160.55153846153846,174.54000000000002,169.53615384615384,64.39000000000004,261.2326923076923,261.2326923076923,129.7026923076923,374.9723076923077,192.26346153846154,192.26346153846154,174.54000000000002,408.46153846153845,252.46307692307695,218.17307692307693,118.65384615384616,0.0,0.0,0.0
GUJARAT,1974,231.85000000000002,151.64999999999998,168.49999999999997,171.7,212.23333333333332,67.17,240.88333333333333,240.88333333333333,151.93888888888893,435.1111111111112,214.08333333333334,214.08333333333334,171.7,349.75,247.42777777777778,310.49999999999994,218.62777777777777,0.0,0.0,0.0
BIHAR,1974,127.40411764705881,172.15188235294116,0.0,0.0,178.51529411764704,59.062000000000005,250.59176470588238,250.59176470588238,131.43117647058824,1021.3983529411763,197.42705882352942,177.80411764705883,148.23441176470587,339.9444117647058,259.60076470588234,0.0,177.80411764705883,0.0,0.0,105.29823529411766
ANDHRA_PRADESH,1974,199.17368421052632,119.51578947368422,150.00526315789475,134.8736842105263,170.13000000000005,64.39000000000001,214.07736842105263,214.07736842105263,110.52999999999999,506.3652631578948,192.99842105263156,192.99842105263156,134.8736842105263,319.42578947368423,231.26000000000013,321.1189473684211,154.22890947368418,0.0,0.0,0.0
WEST_BENGAL,1974,207.55666666666667,173.47343,0.0,0.0,176.78133333333332,62.71133333333333,0.0,0.0,141.864,930.7628000000003,175.76333333333332,0.0,0.0,0.0,263.82466666666664,0.0,0.0,0.0,0.0,147.88933333333335
HARYANA,1974,88.49833333333333,148.48666666666665,131.83,143.66,189.57333333333335,67.64183333333332,205.54999999999998,205.54999999999998,102.97333333333334,311.7,190.39000000000001,190.39000000000001,143.66,301.6166666666667,222.63750000000002,269.50333333333333,190.39000000000001,0.0,0.0,0.0
TAMIL_NADU,1974,210.09999999999994,143.275,164.03333333333333,148.54999999999998,119.80583333333334,78.62,305.62083333333334,305.62083333333334,110.52999999999999,526.34,209.88000000000008,209.88000000000008,148.54999999999998,354.8516666666667,231.26000000000008,229.20833333333334,167.06951333333333,0.0,0.0,0.0
UTTAR_PRADESH,1974,100.22770833333333,153.51354166666658,131.81937499999995,144.36333333333343,146.6122916666667,37.07000000000001,198.82687500000006,198.82687500000006,111.23437499999994,210.26000000000013,174.16458333333335,174.16458333333335,144.36333333333343,345.0779166666668,236.88312500000018,276.0699999999998,174.16458333333335,0.0,0.0,108.44770833333331
KARNATAKA,1974,210.7052631578948,149.6,155.04210526315796,146.4421052631579,135.19473684210524,77.15000000000002,227.50210526315794,227.50210526315794,110.52999999999999,529.563157894737,203.93736842105267,203.93736842105267,146.4421052631579,346,292.40999999999997,270.00894736842105,174.38631578947368,0.0,0.0,0.0
MAHARASHTRA,1974,164.456,145.24,167.93600000000004,144.828,216.17200000000005,112.48,270.76800000000003,270.76800000000003,140.52799999999996,756.2999999999998,212.3,212.3,144.828,364.06800000000004,231.26000000000013,283.8000000000001,237.04800000000006,0.0,0.0,0.0
WEST_BENGAL,1975,167.09533333333334,117.25635000000005,0.0,0.0,172.26533333333336,60.54266666666667,0.0,0.0,84.15466666666667,1190.1056,137.23066666666668,0.0,0.0,0.0,175.09599999999998,0.0,0.0,0.0,0.0,144.70066666666668
ANDHRA_PRADESH,1975,150.9157894736842,75.18947368421054,101.3,86.51578947368422,151.0415789473684,73.96000000000001,144.78736842105266,144.78736842105266,62.769999999999996,534.5436842105262,133.82105263157897,133.82105263157897,86.51578947368422,260.15263157894736,156.54,289.0205263157895,119.23354473684209,0.0,0.0,0.0
RAJASTHAN,1975,205.60384615384615,91.17999999999999,96.7376923076923,101.91961538461538,169.50000000000003,73.96000000000002,162.38615384615383,162.38615384615383,68.95923076923077,384.45576923076925,117.74615384615387,117.74615384615387,101.91961538461538,287.2296153846154,179.73615384615385,318.3153846153846,71.83461538461539,0.0,0.0,0.0
MADHYA_PRADESH,1975,172.49767441860467,78.72325581395353,87.393023255814,85.53255813953484,174.71976744186037,51.47,152.68674418604647,152.68674418604647,62.76999999999999,856.5651162790698,114.12860465116276,114.12860465116276,85.53255813953484,268.9616279069768,156.54,254.940930232558,113.0519484883721,0.0,0.0,0.0
GUJARAT,1975,125.67222222222225,89.69444444444443,105.85555555555555,107.52777777777777,198.2444444444445,68.42,158.14444444444447,158.14444444444447,109.73888888888891,410.81111111111113,143.25555555555556,143.25555555555556,107.52777777777777,270.83333333333337,174.3555555555555,298.12222222222226,133.03333333333333,0.0,0.0,0.0
TAMIL_NADU,1975,163.61666666666665,70.18333333333335,96.91666666666667,96.73333333333333,142.765,61.44000000000002,232.85666666666668,232.85666666666668,62.76999999999999,845.9699999999999,132.79999999999998,132.79999999999998,96.73333333333333,290.8866666666667,156.54,257.89000000000004,120.63518291666666,0.0,0.0,0.0
UTTAR_PRADESH,1975,77.59629250000002,103.86726172916671,144.02584802083337,127.37176864583331,130.01578020833335,30.70137385416668,182.2645962500001,182.2645962500001,83.40353518749998,236.55999999999997,139.03558791666669,139.03558791666669,127.37176864583331,314.3659791666669,174.46441854166656,192.88,174.16458333333335,0.0,0.0,90.12062500000008
ORISSA,1975,167.48923076923074,75.1576923076923,93.84076923076924,86.31923076923074,165.9092307692308,51.850769230769224,150.34769230769234,150.34769230769234,0.0,843.2469230769232,123.3176923076923,116.17769230769233,117.96876923076921,270.3530769230769,164.34999999999997,265.6461538461539,116.17769230769233,0.0,0.0,172.71999999999997
HARYANA,1975,59.668333333333344,93.985,144.03333333333333,126.70166666666667,152.73566666666667,59.46,184.42833333333337,184.42833333333337,77.20666666666666,387.6316666666666,148.60999999999999,148.60999999999999,126.70166666666667,274.7716666666667,163.96666666666664,238.00833333333333,148.60999999999999,0.0,0.0,0.0
KARNATAKA,1975,169.87894736842102,90.0842105263158,106.65789473684208,82.70526315789475,137.7947368421053,65.88000000000001,142.3994736842105,142.3994736842105,62.769999999999996,706.5626315789472,147.00473684210525,147.00473684210525,82.70526315789475,294.6384210526316,305,257.78578947368413,106.04830663157895,0.0,0.0,0.0
BIHAR,1975,98.63626764705883,116.47796294117647,0.0,0.0,158.3073635294118,48.91514835294118,226.13186411764707,226.13186411764707,98.54709529411764,1270.2109952941175,157.6060211764706,177.80411764705883,148.23441176470587,309.68935823529415,191.19596235294117,0.0,177.80411764705883,0.0,0.0,78.35647058823531
PUNJAB,1975,51.842999999999996,84.05299999999998,142.81200000000004,135.367,127.548,66.811,193.71300000000002,193.71300000000002,81.95000000000002,283.49199999999996,155.408,155.408,135.367,348.77799999999996,192.108,237.839,155.408,0.0,0.0,0.0
MAHARASHTRA,1975,162.38400000000001,112.12000000000002,138.028,120.308,184.35600000000002,102.98999999999995,205.98,205.98,123.25199999999997,855.3599999999999,166.65200000000002,166.65200000000002,120.308,343.14,156.54,283.8000000000001,191.54399999999998,0.0,0.0,0.0
UTTAR_PRADESH,1976,67.47083333333335,67.43749999999999,80.33333333333333,86.17083333333333,112.89999999999996,36.359999999999964,162.44999999999987,162.44999999999987,80.03999999999998,235.55999999999997,121.39000000000006,121.39000000000006,86.17083333333333,355.97999999999973,334.4599999999996,295.3400000000001,121.39000000000006,0.0,0.0,121.37145833333341
BIHAR,1976,96.75739717647059,97.65650823529413,0.0,0.0,173.89752647058822,89.61731247058822,216.07400647058824,216.07400647058824,93.21876317647059,1027.3771152941172,158.36822352941175,187.93333588235294,85.97992176470589,334.19048000000004,338.2521535294117,0.0,187.93333588235294,0.0,0.0,100.22656705882352
ORISSA,1976,126.37923076923077,83.54461538461535,99.92692307692306,90.56076923076921,185.18846153846152,92.88769230769232,218.85153846153844,218.85153846153844,0.0,857.7707692307692,132.38230769230768,199.39692307692306,94.20923076923079,338.4476923076923,349.5846153846154,458.4323076923077,199.39692307692306,0.0,0.0,201.5
HARYANA,1976,79.16666666666667,81.66666666666667,105.33333333333333,84.33333333333333,154.29999999999998,90.60000000000001,204.72,204.72,80.14999999999999,370,129.46,129.46,84.33333333333333,310.63000000000005,326.09999999999997,330.91,129.46,0.0,0.0,0.0
ANDHRA_PRADESH,1976,164.06842105263158,89.59999999999997,105.93157894736842,92.83157894736841,151.80736842105264,90.59999999999997,220.39315789473682,220.39315789473682,84.47000000000001,766.2168421052634,149.01315789473685,149.01315789473685,92.83157894736841,344.48157894736846,338.27999999999986,466.94947368421055,146.02411763157895,0.0,0.0,0.0
KARNATAKA,1976,178.80526315789476,108.8842105263158,118.91578947368421,97.08421052631577,137,98.72000000000001,231.43684210526322,231.43684210526322,84.47000000000001,856.9473684210526,149.33157894736837,149.33157894736837,97.08421052631577,383.6010526315789,250,411.40894736842114,151.19274578947366,0.0,0.0,0.0
GUJARAT,1976,116.14999999999999,94.81666666666666,104.95555555555556,109.81666666666666,212.80555555555554,76.94000000000003,164.32222222222222,164.32222222222222,90.78888888888892,242.64444444444447,144.58333333333331,144.58333333333331,109.81666666666666,328.7888888888889,316.71666666666664,433.6777777777778,191.08333333333334,0.0,0.0,0.0
MADHYA_PRADESH,1976,167.77674418604647,79.52325581395353,96.9604651162791,90.71860465116286,204.53581395348834,96.69000000000004,207.9795348837209,207.9795348837209,84.46999999999993,879.4897674418604,123.3169767441861,123.3169767441861,90.71860465116286,352.96418604651154,338.2800000000002,445.80976744186023,174.51355927906974,0.0,0.0,0.0
MAHARASHTRA,1976,135.44,102.64,119.28,108.56,185.24,124.07999999999997,268.36,268.36,127.12,850.6,153.88,153.88,108.56,424.64,338.27999999999986,210.3000000000001,293.88,0.0,0.0,0.0
WEST_BENGAL,1976,199.02133333333333,95.49,0.0,0.0,190.49666666666664,88.24,0.0,0.0,87.78066666666668,1047.2999999999997,147.65066666666664,0.0,0.0,0.0,357.4106666666666,0.0,0.0,0.0,0.0,146.26999999999998
TAMIL_NADU,1976,259.8999999999999,95.91666666666667,108.85000000000002,98.35833333333335,156.59916666666663,108.41000000000001,288.3016666666667,288.3016666666667,84.47000000000001,630.7700000000001,148.74,148.74,98.35833333333335,333.2633333333333,338.2799999999999,375.60499999999996,161.72502916666667,0.0,0.0,0.0
PUNJAB,1976,102.35,92.4,136.019,92.72999999999999,164.68000000000004,90.60000000000001,193.55999999999997,193.55999999999997,82.90999999999998,625,131.15000000000003,131.15000000000003,92.72999999999999,500.31000000000006,439.52,465.66999999999996,131.15000000000003,0.0,0.0,0.0
RAJASTHAN,1976,231.95846153846153,87.80076923076922,94.58846153846154,95.56384615384617,174.63076923076915,90.59999999999997,209.9023076923077,209.9023076923077,90.5973076923077,465.5692307692308,137.5719230769231,137.5719230769231,95.56384615384617,346.97730769230776,312.7046153846154,447.4096153846154,116.12692307692308,0.0,0.0,0.0
GUJARAT,1977,130.4888888888889,105.6111111111111,113.52222222222223,116.50555555555555,139.98888888888894,83.01,207.18333333333334,207.18333333333334,96.05555555555559,232.43333333333334,188.9166666666667,188.9166666666667,116.50555555555555,332.9333333333332,299.66111111111104,357.67777777777775,302.7722222222221,0.0,0.0,0.0
ORISSA,1977,127.68153846153847,90.50923076923075,98.80153846153847,108.49153846153845,143.64384615384614,88.67538461538462,222.0753846153846,222.0753846153846,0.0,685.3646153846155,185.05307692307693,254.63846153846148,93.84769230769231,341.19307692307694,318.20000000000005,374.4807692307692,254.63846153846148,0.0,0.0,230.80000000000004
