STATENAM,YEAR,avg(TNJAN),avg(TNFEB),avg(TNMAR),avg(TNAPR),avg(TNMAY),avg(TNJUN),avg(TNJUL),avg(TNAUG),avg(TNSEP),avg(TNOCT),avg(TNNOV),avg(TNDEC)
GUJARAT,1981,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
BIHAR,1981,17.02498912,19.15539376,24.34393394,29.18383341,31.51381359,30.54397012,28.48240894,27.63003188,27.39390506,26.01512935,20.64913006,17.35614541
ORISSA,1981,20.476935,23.00433469,27.29907238,30.83552931,32.57356131,30.908136,28.00372177,27.92687246,28.05750523,26.66547715,22.88446038,20.22411554
KARNATAKA,1981,23.70623763,25.68060163,28.25255368,30.01238742,30.18202758,27.40071226,25.77744289,25.72340258,25.79651095,25.866095,24.36894858,23.18388942
MAHARASHTRA,1981,21.76797028,23.93281292,27.703735,30.95049284,32.77576152,29.8110158,26.48715484,26.04983352,26.22833924,26.04420748,23.27987056,21.45995224
TAMIL_NADU,1981,24.118476,25.59755617,27.64691717,28.97031917,29.290194,27.92262017,27.00436608,27.08587517,27.11162925,26.44317825,25.088028,24.02307967
HARYANA,1981,13.00574067,15.58893583,20.62066383,26.21380333,30.89775167,31.5251305,28.6043635,27.41335067,26.90416383,23.64196467,18.36349383,14.40779833
ANDHRA_PRADESH,1981,22.83929705,25.15640758,28.32672532,31.10713984,32.88556016,30.55691947,27.74760795,27.60729526,27.53441511,26.68137305,23.97145242,22.22483184
UTTAR_PRADESH,1981,14.83892311,17.31778199,22.78734727,28.0143229,32.0828324,31.74589658,28.18364733,27.35931702,27.06117923,24.43371967,19.44445229,15.71557069
WEST_BENGAL,1981,17.86430333,19.95865747,24.6170332,28.82822967,29.79256067,29.52165133,28.00254907,27.76581973,27.63353367,26.2946914,21.43538553,18.2171378
WEST_BENGAL,1982,17.86430333,19.95865747,24.6170332,28.82822967,29.79256067,29.52165133,28.00254907,27.76581973,27.63353367,26.2946914,21.43538553,18.2171378
GUJARAT,1982,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
RAJASTHAN,1982,15.82527379,18.80661715,24.18163215,29.61660269,33.75559508,33.34335792,29.88537273,28.34880265,28.2873535,26.31482042,21.11451462,17.18449642
HARYANA,1982,13.00574067,15.58893583,20.62066383,26.21380333,30.89775167,31.5251305,28.6043635,27.41335067,26.90416383,23.64196467,18.36349383,14.40779833
MADHYA_PRADESH,1982,18.10934167,20.62196284,25.6582004,30.48864763,34.20188098,32.25146921,27.74165488,26.8805104,27.0538163,25.4701416,21.12102005,18.36015977
BIHAR,1982,17.02498912,19.15539376,24.34393394,29.18383341,31.51381359,30.54397012,28.48240894,27.63003188,27.39390506,26.01512935,20.64913006,17.35614541
KARNATAKA,1982,23.70623763,25.68060163,28.25255368,30.01238742,30.18202758,27.40071226,25.77744289,25.72340258,25.79651095,25.866095,24.36894858,23.18388942
ANDHRA_PRADESH,1982,22.83929705,25.15640758,28.32672532,31.10713984,32.88556016,30.55691947,27.74760795,27.60729526,27.53441511,26.68137305,23.97145242,22.22483184
MAHARASHTRA,1982,21.76797028,23.93281292,27.703735,30.95049284,32.77576152,29.8110158,26.48715484,26.04983352,26.22833924,26.04420748,23.27987056,21.45995224
TAMIL_NADU,1982,24.118476,25.59755617,27.64691717,28.97031917,29.290194,27.92262017,27.00436608,27.08587517,27.11162925,26.44317825,25.088028,24.02307967
ORISSA,1982,20.476935,23.00433469,27.29907238,30.83552931,32.57356131,30.908136,28.00372177,27.92687246,28.05750523,26.66547715,22.88446038,20.22411554
PUNJAB,1982,10.941124,13.4485632,18.2317222,23.7783473,28.6388447,30.1671411,28.3534069,27.2953058,26.344397,22.1500143,16.6264667,12.5311771
UTTAR_PRADESH,1982,14.83892311,17.31778199,22.78734727,28.0143229,32.0828324,31.74589658,28.18364733,27.35931702,27.06117923,24.43371967,19.44445229,15.71557069
MADHYA_PRADESH,1983,18.10934167,20.62196284,25.6582004,30.48864763,34.20188098,32.25146921,27.74165488,26.8805104,27.0538163,25.4701416,21.12102005,18.36015977
UTTAR_PRADESH,1983,14.83892311,17.31778199,22.78734727,28.0143229,32.0828324,31.74589658,28.18364733,27.35931702,27.06117923,24.43371967,19.44445229,15.71557069
WEST_BENGAL,1983,17.86430333,19.95865747,24.6170332,28.82822967,29.79256067,29.52165133,28.00254907,27.76581973,27.63353367,26.2946914,21.43538553,18.2171378
HARYANA,1983,13.00574067,15.58893583,20.62066383,26.21380333,30.89775167,31.5251305,28.6043635,27.41335067,26.90416383,23.64196467,18.36349383,14.40779833
KARNATAKA,1983,23.70623763,25.68060163,28.25255368,30.01238742,30.18202758,27.40071226,25.77744289,25.72340258,25.79651095,25.866095,24.36894858,23.18388942
ORISSA,1983,20.476935,23.00433469,27.29907238,30.83552931,32.57356131,30.908136,28.00372177,27.92687246,28.05750523,26.66547715,22.88446038,20.22411554
RAJASTHAN,1983,15.82527379,18.80661715,24.18163215,29.61660269,33.75559508,33.34335792,29.88537273,28.34880265,28.2873535,26.31482042,21.11451462,17.18449642
TAMIL_NADU,1983,24.118476,25.59755617,27.64691717,28.97031917,29.290194,27.92262017,27.00436608,27.08587517,27.11162925,26.44317825,25.088028,24.02307967
MAHARASHTRA,1983,21.76797028,23.93281292,27.703735,30.95049284,32.77576152,29.8110158,26.48715484,26.04983352,26.22833924,26.04420748,23.27987056,21.45995224
GUJARAT,1983,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
BIHAR,1983,17.02498912,19.15539376,24.34393394,29.18383341,31.51381359,30.54397012,28.48240894,27.63003188,27.39390506,26.01512935,20.64913006,17.35614541
ANDHRA_PRADESH,1983,22.83929705,25.15640758,28.32672532,31.10713984,32.88556016,30.55691947,27.74760795,27.60729526,27.53441511,26.68137305,23.97145242,22.22483184
PUNJAB,1983,10.941124,13.4485632,18.2317222,23.7783473,28.6388447,30.1671411,28.3534069,27.2953058,26.344397,22.1500143,16.6264667,12.5311771
MADHYA_PRADESH,1984,18.10934167,20.62196284,25.6582004,30.48864763,34.20188098,32.25146921,27.74165488,26.8805104,27.0538163,25.4701416,21.12102005,18.36015977
MAHARASHTRA,1984,21.76797028,23.93281292,27.703735,30.95049284,32.77576152,29.8110158,26.48715484,26.04983352,26.22833924,26.04420748,23.27987056,21.45995224
UTTAR_PRADESH,1984,14.83892311,17.31778199,22.78734727,28.0143229,32.0828324,31.74589658,28.18364733,27.35931702,27.06117923,24.43371967,19.44445229,15.71557069
ANDHRA_PRADESH,1984,22.83929705,25.15640758,28.32672532,31.10713984,32.88556016,30.55691947,27.74760795,27.60729526,27.53441511,26.68137305,23.97145242,22.22483184
TAMIL_NADU,1984,24.118476,25.59755617,27.64691717,28.97031917,29.290194,27.92262017,27.00436608,27.08587517,27.11162925,26.44317825,25.088028,24.02307967
KARNATAKA,1984,23.70623763,25.68060163,28.25255368,30.01238742,30.18202758,27.40071226,25.77744289,25.72340258,25.79651095,25.866095,24.36894858,23.18388942
HARYANA,1984,13.00574067,15.58893583,20.62066383,26.21380333,30.89775167,31.5251305,28.6043635,27.41335067,26.90416383,23.64196467,18.36349383,14.40779833
WEST_BENGAL,1984,17.86430333,19.95865747,24.6170332,28.82822967,29.79256067,29.52165133,28.00254907,27.76581973,27.63353367,26.2946914,21.43538553,18.2171378
PUNJAB,1984,10.941124,13.4485632,18.2317222,23.7783473,28.6388447,30.1671411,28.3534069,27.2953058,26.344397,22.1500143,16.6264667,12.5311771
GUJARAT,1984,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
RAJASTHAN,1984,15.82527379,18.80661715,24.18163215,29.61660269,33.75559508,33.34335792,29.88537273,28.34880265,28.2873535,26.31482042,21.11451462,17.18449642
BIHAR,1984,17.02498912,19.15539376,24.34393394,29.18383341,31.51381359,30.54397012,28.48240894,27.63003188,27.39390506,26.01512935,20.64913006,17.35614541
ORISSA,1984,20.476935,23.00433469,27.29907238,30.83552931,32.57356131,30.908136,28.00372177,27.92687246,28.05750523,26.66547715,22.88446038,20.22411554
HARYANA,1985,13.00574067,15.58893583,20.62066383,26.21380333,30.89775167,31.5251305,28.6043635,27.41335067,26.90416383,23.64196467,18.36349383,14.40779833
TAMIL_NADU,1985,24.118476,25.59755617,27.64691717,28.97031917,29.290194,27.92262017,27.00436608,27.08587517,27.11162925,26.44317825,25.088028,24.02307967
MADHYA_PRADESH,1985,18.10934167,20.62196284,25.6582004,30.48864763,34.20188098,32.25146921,27.74165488,26.8805104,27.0538163,25.4701416,21.12102005,18.36015977
KARNATAKA,1985,23.70623763,25.68060163,28.25255368,30.01238742,30.18202758,27.40071226,25.77744289,25.72340258,25.79651095,25.866095,24.36894858,23.18388942
UTTAR_PRADESH,1985,14.83892311,17.31778199,22.78734727,28.0143229,32.0828324,31.74589658,28.18364733,27.35931702,27.06117923,24.43371967,19.44445229,15.71557069
ORISSA,1985,20.476935,23.00433469,27.29907238,30.83552931,32.57356131,30.908136,28.00372177,27.92687246,28.05750523,26.66547715,22.88446038,20.22411554
WEST_BENGAL,1985,17.86430333,19.95865747,24.6170332,28.82822967,29.79256067,29.52165133,28.00254907,27.76581973,27.63353367,26.2946914,21.43538553,18.2171378
BIHAR,1985,17.02498912,19.15539376,24.34393394,29.18383341,31.51381359,30.54397012,28.48240894,27.63003188,27.39390506,26.01512935,20.64913006,17.35614541
ANDHRA_PRADESH,1985,22.83929705,25.15640758,28.32672532,31.10713984,32.88556016,30.55691947,27.74760795,27.60729526,27.53441511,26.68137305,23.97145242,22.22483184
MAHARASHTRA,1985,21.76797028,23.93281292,27.703735,30.95049284,32.77576152,29.8110158,26.48715484,26.04983352,26.22833924,26.04420748,23.27987056,21.45995224
GUJARAT,1985,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
PUNJAB,1985,10.941124,13.4485632,18.2317222,23.7783473,28.6388447,30.1671411,28.3534069,27.2953058,26.344397,22.1500143,16.6264667,12.5311771
RAJASTHAN,1985,15.82527379,18.80661715,24.18163215,29.61660269,33.75559508,33.34335792,29.88537273,28.34880265,28.2873535,26.31482042,21.11451462,17.18449642
PUNJAB,1986,10.941124,13.4485632,18.2317222,23.7783473,28.6388447,30.1671411,28.3534069,27.2953058,26.344397,22.1500143,16.6264667,12.5311771
RAJASTHAN,1986,15.82527379,18.80661715,24.18163215,29.61660269,33.75559508,33.34335792,29.88537273,28.34880265,28.2873535,26.31482042,21.11451462,17.18449642
HARYANA,1986,13.00574067,15.58893583,20.62066383,26.21380333,30.89775167,31.5251305,28.6043635,27.41335067,26.90416383,23.64196467,18.36349383,14.40779833
MADHYA_PRADESH,1986,18.10934167,20.62196284,25.6582004,30.48864763,34.20188098,32.25146921,27.74165488,26.8805104,27.0538163,25.4701416,21.12102005,18.36015977
MAHARASHTRA,1986,21.76797028,23.93281292,27.703735,30.95049284,32.77576152,29.8110158,26.48715484,26.04983352,26.22833924,26.04420748,23.27987056,21.45995224
TAMIL_NADU,1986,24.118476,25.59755617,27.64691717,28.97031917,29.290194,27.92262017,27.00436608,27.08587517,27.11162925,26.44317825,25.088028,24.02307967
ANDHRA_PRADESH,1986,22.83929705,25.15640758,28.32672532,31.10713984,32.88556016,30.55691947,27.74760795,27.60729526,27.53441511,26.68137305,23.97145242,22.22483184
GUJARAT,1986,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
WEST_BENGAL,1986,17.86430333,19.95865747,24.6170332,28.82822967,29.79256067,29.52165133,28.00254907,27.76581973,27.63353367,26.2946914,21.43538553,18.2171378
ORISSA,1986,20.476935,23.00433469,27.29907238,30.83552931,32.57356131,30.908136,28.00372177,27.92687246,28.05750523,26.66547715,22.88446038,20.22411554
UTTAR_PRADESH,1986,14.83892311,17.31778199,22.78734727,28.0143229,32.0828324,31.74589658,28.18364733,27.35931702,27.06117923,24.43371967,19.44445229,15.71557069
KARNATAKA,1986,23.70623763,25.68060163,28.25255368,30.01238742,30.18202758,27.40071226,25.77744289,25.72340258,25.79651095,25.866095,24.36894858,23.18388942
BIHAR,1986,17.02498912,19.15539376,24.34393394,29.18383341,31.51381359,30.54397012,28.48240894,27.63003188,27.39390506,26.01512935,20.64913006,17.35614541
UTTAR_PRADESH,1987,14.83892311,17.31778199,22.78734727,28.0143229,32.0828324,31.74589658,28.18364733,27.35931702,27.06117923,24.43371967,19.44445229,15.71557069
PUNJAB,1987,10.941124,13.4485632,18.2317222,23.7783473,28.6388447,30.1671411,28.3534069,27.2953058,26.344397,22.1500143,16.6264667,12.5311771
BIHAR,1987,17.02498912,19.15539376,24.34393394,29.18383341,31.51381359,30.54397012,28.48240894,27.63003188,27.39390506,26.01512935,20.64913006,17.35614541
MAHARASHTRA,1987,21.76797028,23.93281292,27.703735,30.95049284,32.77576152,29.8110158,26.48715484,26.04983352,26.22833924,26.04420748,23.27987056,21.45995224
ANDHRA_PRADESH,1987,22.83929705,25.15640758,28.32672532,31.10713984,32.88556016,30.55691947,27.74760795,27.60729526,27.53441511,26.68137305,23.97145242,22.22483184
KARNATAKA,1987,23.70623763,25.68060163,28.25255368,30.01238742,30.18202758,27.40071226,25.77744289,25.72340258,25.79651095,25.866095,24.36894858,23.18388942
TAMIL_NADU,1987,24.118476,25.59755617,27.64691717,28.97031917,29.290194,27.92262017,27.00436608,27.08587517,27.11162925,26.44317825,25.088028,24.02307967
HARYANA,1987,13.00574067,15.58893583,20.62066383,26.21380333,30.89775167,31.5251305,28.6043635,27.41335067,26.90416383,23.64196467,18.36349383,14.40779833
GUJARAT,1987,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
RAJASTHAN,1987,15.82527379,18.80661715,24.18163215,29.61660269,33.75559508,33.34335792,29.88537273,28.34880265,28.2873535,26.31482042,21.11451462,17.18449642
ORISSA,1987,20.476935,23.00433469,27.29907238,30.83552931,32.57356131,30.908136,28.00372177,27.92687246,28.05750523,26.66547715,22.88446038,20.22411554
MADHYA_PRADESH,1987,18.10934167,20.62196284,25.6582004,30.48864763,34.20188098,32.25146921,27.74165488,26.8805104,27.0538163,25.4701416,21.12102005,18.36015977
WEST_BENGAL,1987,17.86430333,19.95865747,24.6170332,28.82822967,29.79256067,29.52165133,28.00254907,27.76581973,27.63353367,26.2946914,21.43538553,18.2171378
